event_id,id,name,match_id,season,competition,team,player,outcome_id,outcome_name
bc05be29-559c-4350-a41a-efa5a9b320ef,10,Interception,3749192,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,4,Won
fa2b73a9-b80a-4899-8ba5-b56324dd438c,10,Interception,3749631,2003/2004,Premier League,Southampton,Stephen Crainey,14,Lost Out
c2b4db80-ccc0-44b9-99ab-6bc704c1cfa9,10,Interception,3773586,2020/2021,La Liga,Granada,Maxime Gonalons,4,Won
40859af4-a77a-4a3a-858e-e5dbce5f58f6,10,Interception,3773661,2020/2021,La Liga,Getafe,Juan Antonio Iglesias Sánchez,4,Won
01f8992d-1f00-4c8d-a687-af9d16f604f9,10,Interception,15986,2018/2019,La Liga,Girona,Marc Muniesa Martínez,13,Lost In Play
9d05d5b4-3f32-4e49-9bda-e7071fe9f8e0,10,Interception,3773415,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,16,Success In Play
5ff182a4-bd2d-4dec-9c95-be07dc341498,10,Interception,16289,2018/2019,La Liga,Levante UD,David Remeseiro Salgueiro,13,Lost In Play
4eaf657d-e6ea-4df6-9479-b68995d77e2c,10,Interception,3773571,2020/2021,La Liga,Barcelona,Martin Braithwaite Christensen,4,Won
2483a363-62ae-4f07-92fc-2ddb65df4371,10,Interception,303674,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,16,Success In Play
32b585e6-0389-4565-8487-dbbf83953fe9,10,Interception,3749360,2003/2004,Premier League,Blackburn Rovers,Andy Todd,16,Success In Play
3ebf1d36-e718-4d0e-be25-44c1f6f07851,10,Interception,3773660,2020/2021,La Liga,Barcelona,Antoine Griezmann,4,Won
a55e21c5-afe4-4530-8321-d676f02cc77e,10,Interception,303615,2019/2020,La Liga,Espanyol,Víctor Gómez Perea,14,Lost Out
cb1f01ed-7112-421d-93ea-1000a85398f2,10,Interception,3749642,2003/2004,Premier League,Charlton Athletic,Radostin Kishishev,4,Won
b131b298-02b0-47bf-be64-12380f3006b9,10,Interception,3749448,2003/2004,Premier League,Liverpool,Sami Hyypiä,4,Won
eea26eaa-a3d6-44fc-8b13-2f9dea2dd85a,10,Interception,15978,2018/2019,La Liga,Real Sociedad,Igor Zubeldia Elorza,13,Lost In Play
1ac08029-4ff9-4ebd-84f8-7ba955fff7fc,10,Interception,16086,2018/2019,La Liga,Espanyol,Dídac Vilá Rosselló,13,Lost In Play
a5992bd8-167c-4073-83ce-3477eb12ca0b,10,Interception,3749108,2003/2004,Premier League,Aston Villa,Ronny Johnsen,4,Won
e39c0442-8565-4df6-96bd-351429a687df,10,Interception,16109,2018/2019,La Liga,Celta Vigo,Stanislav Lobotka,16,Success In Play
1a8cfdf9-e9e6-497b-9cf6-208e756f8ac3,10,Interception,3773625,2020/2021,La Liga,Sevilla,Jesús Navas González,16,Success In Play
d69bcc61-2f26-4bb6-929b-7fe59b64d766,10,Interception,16149,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo,13,Lost In Play
3b5dca1a-95cd-4185-a25d-70818d1c48ee,10,Interception,303615,2019/2020,La Liga,Barcelona,Clément Lenglet,16,Success In Play
e21c854a-5aa0-4114-ae2f-d6f9f4e5ca6e,10,Interception,303548,2019/2020,La Liga,Barcelona,Jordi Alba Ramos,4,Won
bbcfd05f-b1b3-4c8c-8164-131f66073442,10,Interception,303731,2019/2020,La Liga,Eibar,Fabián Ariel Orellana Valenzuela,16,Success In Play
80b73d28-7133-417e-a7f5-79cded0b22d7,10,Interception,3773415,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,16,Success In Play
e3c034fc-6cb6-4fa5-8950-4d27a285fe7d,10,Interception,3773474,2020/2021,La Liga,Real Valladolid,Roque Mesa Quevedo,13,Lost In Play
20e86dd1-0fdf-4831-b64e-61c165107301,10,Interception,16131,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos,4,Won
064bdb4a-4f04-4ee9-901f-2425701353bc,10,Interception,16073,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,14,Lost Out
3bf6afaf-4eea-4b7a-8257-9fca33446e6c,10,Interception,3773585,2020/2021,La Liga,Real Madrid,Federico Santiago Valverde Dipetta,4,Won
8b1d2e72-e24a-4782-bf8b-27a6290087e0,10,Interception,3773656,2020/2021,La Liga,Barcelona,Clément Lenglet,13,Lost In Play
8f97b18a-b35e-4cc5-aaeb-c8f383b0c312,10,Interception,3773661,2020/2021,La Liga,Getafe,Carles Aleña Castillo,13,Lost In Play
55505339-1672-4c25-b149-311051b8de6c,10,Interception,3773474,2020/2021,La Liga,Barcelona,Ricard Puig Martí,4,Won
945a4f02-e48b-4be3-9b43-2191fa790ca9,10,Interception,303532,2019/2020,La Liga,Leganés,Rubén Salvador Pérez Del Mármol,13,Lost In Play
ca6398be-8724-489e-bb41-3a15a5cda42c,10,Interception,303524,2019/2020,La Liga,Barcelona,Frenkie de Jong,16,Success In Play
b03615ee-ce64-42fc-85a1-e70c42f51352,10,Interception,16275,2018/2019,La Liga,Deportivo Alavés,Joaquín Navarro Jiménez,4,Won
3031ff61-37e4-4022-a090-fe218457f3bf,10,Interception,303516,2019/2020,La Liga,Celta Vigo,Denis Suárez Fernández,4,Won
