event_id,id,name,match_id,season,competition,team,player,offensive,foul_id,foul_name,advantage,penalty,card_id,card_name
c07321ad-12cf-404f-ad9f-a348f605e810,22,Foul Committed,16095,2018/2019,La Liga,Levante UD,Rubén Rochina Naixes,False,,,False,False,,
bd7abced-f067-4646-a719-b56e4ad3df06,22,Foul Committed,16029,2018/2019,La Liga,Sevilla,Tomáš Vaclík,False,,,False,True,7,Yellow Card
d6e7cd84-14f7-4623-9973-6de936e84e11,22,Foul Committed,3773477,2020/2021,La Liga,Real Betis,Marc Bartra Aregall,False,,,False,False,,
6ef23c67-64d5-4e47-a7ae-b49fb6780c44,22,Foul Committed,3749278,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,,,False,False,,
1870de55-566d-4f91-9bdd-06ca8212d136,22,Foul Committed,3773369,2020/2021,La Liga,Huesca,Jaime Seoane Valenciano,False,,,False,False,,
22c1837a-ada0-4c04-847a-914b38b928a0,22,Foul Committed,3773474,2020/2021,La Liga,Real Valladolid,Óscar Plano Pedreño,False,,,False,False,5,Red Card
1aeac4b7-1870-49f7-97e0-9485fad3e71e,22,Foul Committed,3773457,2020/2021,La Liga,Celta Vigo,Manuel Agudo Durán,False,,,True,False,,
0ce6c88f-0986-4ab4-8f2b-1e9aad932d95,22,Foul Committed,16248,2018/2019,La Liga,Atlético Madrid,Ángel Martín Correa,False,,,False,False,,
eb099519-d4da-440c-84d7-b2e99ad3350d,22,Foul Committed,303700,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti,False,,,False,False,,
6267a9b9-e449-4bac-a247-3018ea7fe6c6,22,Foul Committed,303731,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,True,,,False,False,,
b5794945-eab6-438e-bb94-bcd580abcf1d,22,Foul Committed,303517,2019/2020,La Liga,Deportivo Alavés,Pere Pons Riera,False,,,False,False,,
fc514ba6-6ab5-4d3a-8a63-fbc90d78ee1a,22,Foul Committed,3773457,2020/2021,La Liga,Celta Vigo,Brais Méndez Portela,False,,,False,False,,
2f2b0d3b-cd0e-4c48-a159-7a447351d9da,22,Foul Committed,3773689,2020/2021,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
439ea7b0-a726-4379-a766-4dff935f12a2,22,Foul Committed,3749296,2003/2004,Premier League,Portsmouth,Nigel Quashie,False,,,False,False,,
f78b4d2d-ffe7-4796-89d7-1f183409a2cf,22,Foul Committed,303504,2019/2020,La Liga,Levante UD,Rubén Rochina Naixes,False,,,True,False,,
e13cf2ad-017e-4e6e-8702-0000a0bd9880,22,Foul Committed,303715,2019/2020,La Liga,Leganés,Roberto José Rosales Altuve,False,,,False,False,,
e60c5ec3-5f3b-42b8-8572-d5fe6391194e,22,Foul Committed,3749192,2003/2004,Premier League,Arsenal,Robert Pirès,False,,,False,False,,
9dcc3617-6d50-44ae-8228-143792102577,22,Foul Committed,3749448,2003/2004,Premier League,Liverpool,Igor Bišćan,False,,,True,False,,
3fe527ea-4cc1-4529-9971-b2e281abc03c,22,Foul Committed,3773457,2020/2021,La Liga,Celta Vigo,Manuel Agudo Durán,False,,,False,False,,
8d6b0ad2-cbc4-4b57-baff-04708d1465f9,22,Foul Committed,3773587,2020/2021,La Liga,Barcelona,Sergino Dest,False,,,False,False,,
a9401fa7-e7b7-4bd1-b28c-090542865b5d,22,Foul Committed,3749276,2003/2004,Premier League,Chelsea,Eiður Smári Guðjohnsen,False,,,False,False,,
715645b4-65be-47fc-9109-43822a89c924,22,Foul Committed,16275,2018/2019,La Liga,Deportivo Alavés,Borja González Tomás,False,,,False,False,,
d5d6942e-f435-47d5-9378-3fbfd6f9e76a,22,Foul Committed,3773372,2020/2021,La Liga,Atlético Madrid,Jorge Resurrección Merodio,False,,,False,False,,
549cc5d6-8901-4ac6-aced-e15f1855b492,22,Foul Committed,3749454,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,,,False,False,,
443fb675-42b2-478b-8d6a-82d768a5aa30,22,Foul Committed,3749079,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
474a4914-7b30-442b-ba21-ca069a1391d7,22,Foul Committed,303532,2019/2020,La Liga,Barcelona,Antoine Griezmann,False,,,False,False,,
55b5c35d-d3f9-4d73-a1d9-3934714e3dab,22,Foul Committed,3773377,2020/2021,La Liga,Valencia,Gonçalo Manuel Ganchinho Guedes,False,,,False,False,,
64966154-5b38-4b0d-a9d8-2127dcab86ec,22,Foul Committed,16265,2018/2019,La Liga,Real Sociedad,Mikel Merino Zazón,False,,,False,False,,
4446bfdd-7062-4576-8480-5ad3039f13f1,22,Foul Committed,3764661,2020/2021,La Liga,Barcelona,Ousmane Dembélé,False,,,False,False,,
f089ab15-ca08-4e1b-98b7-84aa6046e863,22,Foul Committed,3749296,2003/2004,Premier League,Arsenal,Ray Parlour,False,,,False,False,,
08cd79cd-6c20-44ea-9fda-8bb6825d16d5,22,Foul Committed,16109,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
d22f4845-6ce5-4f17-b704-f3af3d442d2b,22,Foul Committed,3773428,2020/2021,La Liga,Cádiz,Rafael Jiménez Jarque,False,,,False,False,,
cfac6aa8-5a26-4bfd-96f1-11227331fe2f,22,Foul Committed,16289,2018/2019,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
6c909c44-b359-479c-a68d-60492f2edce1,22,Foul Committed,303479,2019/2020,La Liga,Real Sociedad,Martin Ødegaard,False,,,False,False,,
7bf19c57-8b8c-4db2-8f67-a14dee7a1990,22,Foul Committed,303707,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
2fab71e6-7de7-48a8-ab77-a050346a6744,22,Foul Committed,3773477,2020/2021,La Liga,Real Betis,Aïssa Mandi,False,,,False,True,7,Yellow Card
80f6b480-bddc-4a37-8e06-130bebabadb2,22,Foul Committed,16073,2018/2019,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo,False,,,False,False,,
eeab9ff4-48da-4c5e-a924-4d4cd8bcf1c2,22,Foul Committed,303610,2019/2020,La Liga,Granada,Víctor David Díaz Miguel,False,,,True,False,,
deef266f-e725-4ead-bc5b-4ba813cb0cd5,22,Foul Committed,3749603,2003/2004,Premier League,Fulham,Martin Djetou,False,,,False,False,,
0aff4a18-d3f5-4f8a-a692-2c8052474645,22,Foul Committed,3773415,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,True,False,,
3160b4e1-6b2b-47d4-9918-97cc14ca2d79,22,Foul Committed,3749642,2003/2004,Premier League,Charlton Athletic,Graham Stuart,False,,,False,False,,
720174f5-b7da-4848-aaee-67e3a6a9186f,22,Foul Committed,3749360,2003/2004,Premier League,Blackburn Rovers,Dino Baggio,False,,,False,False,,
32d21239-f5ab-4548-aa22-682dbe1090d0,22,Foul Committed,3749117,2003/2004,Premier League,Everton,Tie Li,False,,,True,False,,
a34ace7c-93d9-45d5-8c34-a650b51f8793,22,Foul Committed,15986,2018/2019,La Liga,Girona,Pedro Alcalá Guirado,False,,,False,False,7,Yellow Card
3b218270-8fe5-4858-8bbe-680bc8ca93df,22,Foul Committed,3749117,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,,,False,False,,
cb75da5b-5a0e-40bc-8b11-6d559a9a5e12,22,Foul Committed,15998,2018/2019,La Liga,Leganés,Allan Romeo Nyom,False,,,False,False,7,Yellow Card
e63ce108-7d48-43d8-861b-d167f2134492,22,Foul Committed,3749257,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer,False,,,False,False,,
beeedf23-e4f8-4522-b0cd-781c236d6850,22,Foul Committed,303615,2019/2020,La Liga,Espanyol,Raúl de Tomás Gómez,False,,,False,False,7,Yellow Card
79c7bf87-9972-43ea-8381-a9a63b16630e,22,Foul Committed,303615,2019/2020,La Liga,Espanyol,Dídac Vilá Rosselló,False,,,False,False,,
4a2994c8-749d-4c5d-8196-431776331d5f,22,Foul Committed,16073,2018/2019,La Liga,Atlético Madrid,Jorge Resurrección Merodio,False,,,False,False,,
ad2893b3-951f-4440-9ae3-02a5199d33e5,22,Foul Committed,16109,2018/2019,La Liga,Celta Vigo,Jozabed Sánchez Ruiz,False,,,False,False,,
5dcc3092-cca5-4feb-b27b-38b97476147e,22,Foul Committed,3773661,2020/2021,La Liga,Getafe,Marc Cucurella Saseta,False,,,False,False,,
c99d6274-b488-4cc5-8e32-7bd545d27d3d,22,Foul Committed,16275,2018/2019,La Liga,Deportivo Alavés,Joaquín Navarro Jiménez,False,,,False,False,7,Yellow Card
9dd7e411-0970-45d4-9c48-e4d936453289,22,Foul Committed,15978,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini,False,,,False,False,,
72591f2e-52f7-4982-b6a4-0fff1867cf75,22,Foul Committed,16023,2018/2019,La Liga,Valencia,Daniel Parejo Muñoz,False,,,False,False,,
7f10c77c-fb5f-427c-8b02-2ab4ae1eb414,22,Foul Committed,3773372,2020/2021,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
246293e2-e7cb-41b6-a9ff-9091d4ba3e72,22,Foul Committed,303696,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,True,False,,
8b385505-68a1-4bbd-b3f6-86f7db073f8b,22,Foul Committed,3773466,2020/2021,La Liga,Celta Vigo,Emre Mor,False,,,False,False,,
762ea1dd-bfff-4e12-93ba-04798ae379d7,22,Foul Committed,3773474,2020/2021,La Liga,Real Valladolid,Rubén Alcaraz Jiménez,False,,,False,False,,
3aa9d7ac-d242-43e8-a7f6-cd280c66d237,22,Foul Committed,3773403,2020/2021,La Liga,Athletic Club,Iker Muniain Goñi,False,,,False,False,,
b589b642-0456-41ca-a40d-1478ea6cb793,22,Foul Committed,16120,2018/2019,La Liga,Getafe,Jaime Mata Arnaiz,True,,,False,False,,
9666f4e2-5c12-4530-9146-7f2b611d7c0d,22,Foul Committed,16275,2018/2019,La Liga,Deportivo Alavés,Tomás Pina Isla,False,,,False,True,,
9abd3967-4fd2-45f3-a693-adb8904e4ff9,22,Foul Committed,303664,2019/2020,La Liga,Barcelona,Antoine Griezmann,False,,,False,False,,
96e2b28f-0c2e-4240-97cb-54d647f8bdd7,22,Foul Committed,16289,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,,
dd7e08b1-5bd2-4aec-9b28-13c2db6fc717,22,Foul Committed,303715,2019/2020,La Liga,Leganés,Unai Bustinza Martínez,False,,,False,False,,
c3a80988-6514-4be0-ae92-91843bd61f96,22,Foul Committed,15978,2018/2019,La Liga,Real Sociedad,Asier Illarramendi Andonegi,False,,,False,False,,
247d62eb-f86d-4c1d-ae44-b93ce41c8445,22,Foul Committed,16120,2018/2019,La Liga,Barcelona,Ousmane Dembélé,False,,,False,False,,
c95c2d60-0b9a-49fe-b98f-f288df27dc4e,22,Foul Committed,3749276,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
e97ad08e-e433-4120-b09e-487078c9b745,22,Foul Committed,16149,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,7,Yellow Card
9bb36d2c-bec2-41e8-8c5c-c5b4e6f39c45,22,Foul Committed,3749631,2003/2004,Premier League,Arsenal,José Antonio Reyes Calderón,False,,,False,False,,
7189e7d9-06a4-4279-a180-3151cb618f17,22,Foul Committed,3749196,2003/2004,Premier League,Tottenham Hotspur,Robbie Keane,False,,,False,False,,
4aea4eb6-ca7c-4fce-97d4-509bb039a7eb,22,Foul Committed,3773477,2020/2021,La Liga,Real Betis,Marc Bartra Aregall,False,,,False,False,,
ec810e35-6ea9-437b-93fa-0548fad9f4b1,22,Foul Committed,303517,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
0a7cda7c-bd48-4002-aedd-49602fee5797,22,Foul Committed,16109,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,False,,,True,False,,
d54e9208-259d-4a7b-89ef-6369772ec17c,22,Foul Committed,16079,2018/2019,La Liga,Villarreal,Víctor Ruíz Torre,False,,,False,False,7,Yellow Card
a411b278-58c5-4a7a-8ff6-14196ea1ee34,22,Foul Committed,3749108,2003/2004,Premier League,Aston Villa,Gareth Barry,False,,,False,False,,
58b63209-88a8-4f6a-917f-a74889bf3379,22,Foul Committed,303696,2019/2020,La Liga,Atlético Madrid,Felipe Augusto de Almeida Monteiro,True,,,False,False,7,Yellow Card
3d30de18-db90-43f4-910f-c54b4c9c0226,22,Foul Committed,3773526,2020/2021,La Liga,Deportivo Alavés,Iñigo Córdoba Kerejeta,True,,,False,False,,
a5dee5bb-cbac-4c84-8d01-ef3a65058a75,22,Foul Committed,3773689,2020/2021,La Liga,Villarreal,Samuel Chimerenka Chukwueze,False,,,False,False,,
911cc1e4-c924-4e79-8142-2ae19c48e7cc,22,Foul Committed,303487,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames,False,,,False,False,,
3f41c9aa-9b17-4da0-ad12-8ae799e941cb,22,Foul Committed,303479,2019/2020,La Liga,Real Sociedad,Martin Ødegaard,False,,,True,False,,
c9f1cd7d-b901-4764-96bb-a777f8a97577,22,Foul Committed,3749276,2003/2004,Premier League,Chelsea,Adrian Mutu,False,,,False,False,,
a4cc3e96-954d-4d6b-b2c8-ca6cceb0ce96,22,Foul Committed,3749526,2003/2004,Premier League,Arsenal,Dennis Bergkamp,False,,,False,False,,
ed11f8a9-64db-4b09-8a70-614259762d20,22,Foul Committed,3764661,2020/2021,La Liga,Athletic Club,Raúl García Escudero,False,,,True,False,,
7012404b-724d-43e4-a8e4-003a21657504,22,Foul Committed,303680,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
8f860526-0421-4170-84ee-278903258640,22,Foul Committed,3749454,2003/2004,Premier League,Manchester City,Shaun Wright-Phillips,False,,,False,False,,
29b491ef-8602-48ba-ab44-932779e7badc,22,Foul Committed,303731,2019/2020,La Liga,Eibar,Papa Kouly Diop,False,,,False,False,,
a7674cc0-ac76-4523-86ab-5e267740fc0e,22,Foul Committed,3773587,2020/2021,La Liga,Getafe,Erick Cathriel Cabaco Almada,False,,,False,False,,
0bd6fae8-4707-436d-a711-cf183f0fc661,22,Foul Committed,303516,2019/2020,La Liga,Celta Vigo,Néstor Alejandro Araújo Razo,False,,,False,False,7,Yellow Card
d4a8cf9c-5649-46e5-b897-17c4d7459622,22,Foul Committed,16149,2018/2019,La Liga,Girona,Juan Pedro Ramírez López,False,,,True,False,7,Yellow Card
4b500230-3bc4-4150-97cb-68fdeb0cdf78,22,Foul Committed,16120,2018/2019,La Liga,Getafe,Mauro Wilney Arambarri Rosa,False,,,False,False,,
68191d1b-4fc1-42e9-bfb6-8040defd02ca,22,Foul Committed,16095,2018/2019,La Liga,Levante UD,Erick Cathriel Cabaco Almada,False,,,False,False,5,Red Card
320aed32-ed89-4e04-8618-dd9cc9759d5a,22,Foul Committed,3773369,2020/2021,La Liga,Huesca,Jaime Seoane Valenciano,False,,,True,False,,
595ee48e-6f17-4c99-b2a0-c998fdf2509d,22,Foul Committed,303600,2019/2020,La Liga,Real Valladolid,Sergio Guardiola Navarro,False,,,False,False,7,Yellow Card
506aa155-363e-4e53-b26f-834d364bf57f,22,Foul Committed,3773565,2020/2021,La Liga,Granada,Jesús Vallejo Lázaro,False,,,False,False,,
711209d2-0775-4a4b-81e3-4211ccde61a9,22,Foul Committed,3749117,2003/2004,Premier League,Arsenal,Thierry Henry,False,,,False,False,,
77185e69-f8e5-46a9-adee-588f9932675d,22,Foul Committed,15978,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,,,False,False,,
1e69d34b-67b8-49fd-8868-49878f9a1408,22,Foul Committed,16265,2018/2019,La Liga,Real Sociedad,Diego Javier Llorente Ríos,False,,,False,False,,
944cafa6-9ce3-4fbc-86ba-dac9b2f0df91,22,Foul Committed,16173,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,,,False,False,,
e0bac286-2175-48da-8539-a87ec3bc8ba6,22,Foul Committed,3749462,2003/2004,Premier League,Birmingham City,Stern John,False,,,False,False,,
cdd2aa69-8232-4ab5-b5e5-e57d222088e7,22,Foul Committed,16231,2018/2019,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
582952d2-848e-42d2-80a8-855e7a363314,22,Foul Committed,3749360,2003/2004,Premier League,Blackburn Rovers,Steven Reid,False,,,False,False,,
940b779d-01aa-4b56-9feb-16d3ba7b74d1,22,Foul Committed,303652,2019/2020,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
3364889f-7774-4c7c-b141-a5825218c141,22,Foul Committed,303517,2019/2020,La Liga,Deportivo Alavés,Manuel Alejandro García Sánchez,False,,,False,False,,
0dbcce5f-dd8a-4f9e-9db4-a8e3d755f289,22,Foul Committed,3773656,2020/2021,La Liga,Barcelona,Sergi Roberto Carnicer,False,,,False,False,,
65eeea15-ed52-4bc6-bbe4-17272f1e0c92,22,Foul Committed,3773625,2020/2021,La Liga,Sevilla,Youssef En-Nesyri,False,,,False,False,,
181f56fe-16b1-4532-8100-da65481ed829,22,Foul Committed,3773403,2020/2021,La Liga,Athletic Club,Unai Vencedor Paris,False,,,True,False,,
9c62f060-1788-4177-be7c-ebd510a699ff,22,Foul Committed,3764440,2020/2021,La Liga,Barcelona,Samuel Yves Umtiti,False,,,False,False,,
d1f12038-e365-4809-8e2e-e5d9cdf4d834,22,Foul Committed,3773587,2020/2021,La Liga,Barcelona,Frenkie de Jong,False,,,False,False,,
c3e682b8-aeb8-4f77-809a-9856daa646ae,22,Foul Committed,303516,2019/2020,La Liga,Celta Vigo,Santiago Mina Lorenzo,False,,,False,False,,
0daa09dc-9071-46bc-8db1-bc971e8ea60f,22,Foul Committed,16010,2018/2019,La Liga,Athletic Club,Beñat Etxebarria Urkiaga,False,,,True,False,,
dc747d7d-b7c9-48d6-a025-c0780dece56b,22,Foul Committed,16149,2018/2019,La Liga,Girona,Bernardo José Espinosa Zúñiga,False,,,False,False,,
3d804cb8-bf88-4226-b83d-18a4a597eab1,22,Foul Committed,303504,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo,False,,,True,False,,
457dad36-5fcf-4dd7-af72-62310a251c7a,22,Foul Committed,3773587,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
4c9884f6-9ce8-40a4-aec6-d4b9ee82f2ce,22,Foul Committed,3773372,2020/2021,La Liga,Atlético Madrid,Jorge Resurrección Merodio,False,,,False,False,,
449db65e-787c-4e53-8c72-9876440359d8,22,Foul Committed,16086,2018/2019,La Liga,Espanyol,Víctor Sánchez Mata,False,,,False,False,,
ca976df8-998f-4817-82dd-0e1ea96a3197,22,Foul Committed,3749192,2003/2004,Premier League,Arsenal,Ashley Cole,False,,,False,False,,
05265b11-f157-4052-91ad-2747b8113c02,22,Foul Committed,3749552,2003/2004,Premier League,Manchester United,Ruud van Nistelrooy,False,,,False,False,,
8ca1809f-14e2-4945-af26-920a1b2cf7f6,22,Foul Committed,3773372,2020/2021,La Liga,Barcelona,Gerard Piqué Bernabéu,False,,,False,False,,
62255c38-0f4a-4449-a039-490f0c3b8ec9,22,Foul Committed,303634,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames,False,,,False,False,,
22f4c66e-9256-4138-8ab6-8b588872b59a,22,Foul Committed,3749276,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva,False,,,False,False,,
5f987e7c-7cab-4886-9597-32feb911b61c,22,Foul Committed,16240,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo,False,,,False,False,,
3fb4842a-442a-4584-9417-7906413d0968,22,Foul Committed,3773661,2020/2021,La Liga,Getafe,Mauro Wilney Arambarri Rosa,False,,,False,False,,
8791c0bb-f009-4ea6-951f-769c108d615b,22,Foul Committed,16073,2018/2019,La Liga,Atlético Madrid,Jorge Resurrección Merodio,False,,,False,False,,
80913314-e397-4ef1-8c40-c785f9125039,22,Foul Committed,3749052,2003/2004,Premier League,Wolverhampton Wanderers,Carl Cort,False,,,False,False,,
0add4ab5-018c-4a92-9431-14082129d651,22,Foul Committed,3749552,2003/2004,Premier League,Arsenal,Martin Keown,False,,,False,False,7,Yellow Card
095bb045-0385-4512-a415-8d5d095604c1,22,Foul Committed,3773565,2020/2021,La Liga,Granada,Domingos Sousa Coutinho Meneses Duarte,False,,,False,False,,
1ae48f1a-5cab-4da4-9792-6a102980ea3e,22,Foul Committed,3749246,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,,,True,False,,
d95317bd-e21b-49b7-9799-1412df2f8138,22,Foul Committed,16023,2018/2019,La Liga,Valencia,Denis Cheryshev,False,,,False,False,,
111ee914-026f-4eeb-bc9e-2a98a89a9529,22,Foul Committed,3773660,2020/2021,La Liga,Levante UD,Carlos Clerc Martínez,False,,,True,False,,
fa3d2a6d-038f-4569-9273-8bc10fdaba75,22,Foul Committed,303707,2019/2020,La Liga,Real Betis,Borja Iglesias Quintas,False,,,False,False,,
dc615e51-9ef9-4102-95bc-1d510e25bbb7,22,Foul Committed,3749434,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,,,False,False,7,Yellow Card
d4cf19d9-6827-4df4-9012-6b2656a79857,22,Foul Committed,3749403,2003/2004,Premier League,Arsenal,Patrick Vieira,False,,,False,False,,
8b5d0c49-2907-40b6-9c11-fbd8e4cf5ba0,22,Foul Committed,3773387,2020/2021,La Liga,Levante UD,Jorge Andújar Moreno,True,,,False,False,,
2b787b59-3e8b-4210-8901-713c3b5d55f8,22,Foul Committed,3749590,2003/2004,Premier League,Arsenal,Pascal Cygan,False,,,False,False,,
a685cb64-df3c-4bb9-bd84-6fbaddeb2167,22,Foul Committed,3749133,2003/2004,Premier League,Arsenal,Patrick Vieira,False,,,False,False,,
cd68af6d-7f08-46fc-8b50-ce2d47b31b26,22,Foul Committed,3773625,2020/2021,La Liga,Sevilla,Karim Rekik,False,,,True,False,,
5e5b0ff4-9ae8-4ee6-8b69-036147a1d766,22,Foul Committed,303666,2019/2020,La Liga,Granada,Roberto Soldado Rillo,False,,,False,False,,
39c41f93-36c9-4606-a99f-0d17fb58c3d5,22,Foul Committed,303377,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames,True,,,False,False,7,Yellow Card
36a41951-1133-4939-aefa-66b38f46a688,22,Foul Committed,3749358,2003/2004,Premier League,Middlesbrough,George Boateng,False,,,False,False,,
6ade293a-e02c-4ee7-ad1d-fd19268af236,22,Foul Committed,3749493,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,,,False,False,,
3035a6cc-08b3-40c3-86ee-cbc494f4da77,22,Foul Committed,3749528,2003/2004,Premier League,Arsenal,Sylvain Wiltord,False,,,False,False,,
fe8ff342-3120-4d17-b6f0-0aee4cb6752d,22,Foul Committed,3773586,2020/2021,La Liga,Granada,Roberto Soldado Rillo,False,,,False,False,7,Yellow Card
43b483d9-3d30-4aee-8a2d-c7d2da7ffc16,22,Foul Committed,3749346,2003/2004,Premier League,Leeds United,René Salomon Olembé-Olembé,False,,,False,False,7,Yellow Card
f19affcb-1d15-4197-b746-ba475f0398c6,22,Foul Committed,303615,2019/2020,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
87ea71c8-4a86-4e5f-b15d-e2e6a3b80a69,22,Foul Committed,16182,2018/2019,La Liga,Barcelona,Kevin-Prince Boateng,False,,,False,False,,
438dafe8-6e00-4bbd-b148-595f74498270,22,Foul Committed,3749192,2003/2004,Premier League,Fulham,Junichi Inamoto,False,,,False,False,,
9d579a10-933b-44d0-ab00-43b45488ddf6,22,Foul Committed,3749403,2003/2004,Premier League,Bolton Wanderers,Kevin Cyril Davies,False,,,False,False,,
c3e0af97-2ff5-4bbf-9034-84897f43e867,22,Foul Committed,3749522,2003/2004,Premier League,Wolverhampton Wanderers,Dean Sturridge,False,,,True,False,,
142ab051-7d97-424d-9545-ec6b8b176be6,22,Foul Committed,16149,2018/2019,La Liga,Girona,Anthony Rubén Lozano Colón,False,,,False,False,,
e3c56fe9-343e-41cf-84eb-4ba839739165,22,Foul Committed,3749360,2003/2004,Premier League,Blackburn Rovers,Lucas Neill,False,,,True,False,,
450f2455-f5a3-4976-8dcd-8fa58997cc10,22,Foul Committed,3773526,2020/2021,La Liga,Barcelona,Francisco António Machado Mota de Castro Trincão,False,,,True,False,,
7058ebd5-6339-44e8-86d9-7066c110d151,22,Foul Committed,16086,2018/2019,La Liga,Espanyol,Víctor Sánchez Mata,False,,,False,False,,
bc0e8c15-7742-4441-a307-dca1aa1e3d1d,22,Foul Committed,3749246,2003/2004,Premier League,Arsenal,Fredrik Ljungberg,False,,,False,False,,
a678e259-1bad-4b86-ac63-8b7d099edb5f,22,Foul Committed,3773689,2020/2021,La Liga,Villarreal,Gerard Moreno Balaguero,False,,,False,False,,
f0467dc8-91bb-4ed9-8b6a-a3176490cd62,22,Foul Committed,3773497,2020/2021,La Liga,Real Madrid,Ferland Mendy,False,,,False,False,,
18517fd4-0306-4605-8040-e6738318fd3b,22,Foul Committed,16010,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo,False,,,False,False,,
9edb36e0-1fc3-47ec-85c0-cad9868433eb,22,Foul Committed,303700,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos,False,,,False,False,,
aa2644b0-d8aa-44bd-8d08-683e174f2dfd,22,Foul Committed,16120,2018/2019,La Liga,Getafe,Mauro Wilney Arambarri Rosa,False,,,False,False,,
11f2fed3-5935-4738-893d-d052a00e77da,22,Foul Committed,3773587,2020/2021,La Liga,Getafe,Enes Ünal,False,,,False,False,,
caae3f4b-eae9-4046-8e9f-dc48a42a6ae4,22,Foul Committed,3749360,2003/2004,Premier League,Blackburn Rovers,Barry Ferguson,False,,,False,False,,
b4c02dee-57f4-46f0-93c8-0ec5a8ae8d6c,22,Foul Committed,303666,2019/2020,La Liga,Barcelona,Clément Lenglet,False,,,False,False,,
8dfd8397-2ce3-4c13-ae65-bcbbb4cfbf18,22,Foul Committed,303377,2019/2020,La Liga,Getafe,Jaime Mata Arnaiz,False,,,False,False,,
99671797-9318-4b1e-a205-c0b476f3f309,22,Foul Committed,303377,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti,False,,,False,False,7,Yellow Card
edfef401-946b-4de2-a9e6-55b1d67778e8,22,Foul Committed,3773631,2020/2021,La Liga,Barcelona,Jordi Alba Ramos,False,,,False,False,,
619ebfa1-658c-48d0-b48b-7d38f82e9b97,22,Foul Committed,303731,2019/2020,La Liga,Eibar,José Ángel Valdés Díaz,False,,,False,False,,
d1a18620-2c96-45ad-b7d7-7b88acf0e001,22,Foul Committed,3749052,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar,False,,,False,False,,
5c2f2200-7e59-4e4e-a971-4d4efa15ddfb,22,Foul Committed,3749631,2003/2004,Premier League,Arsenal,Kolo Habib Touré,False,,,False,False,,
9ad37078-8ae4-4da8-b25c-3d0c0918beff,22,Foul Committed,3749522,2003/2004,Premier League,Arsenal,Patrick Vieira,False,,,False,False,,
c3ad8fa9-6f13-49f8-af4b-d0822ba9fe8e,22,Foul Committed,3773597,2020/2021,La Liga,Real Sociedad,Robin Aime Robert Le Normand,False,,,False,False,,
92bc130e-bb69-4c17-a2b1-d505b4261bfe,22,Foul Committed,3749233,2003/2004,Premier League,Manchester City,Joey Barton,False,,,False,False,,
8325148b-0bc1-4943-a8dd-1e5ef425b15d,22,Foul Committed,15998,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz,False,,,False,False,,
75f0bd93-cea0-4ced-a710-1b354b8d52ba,22,Foul Committed,303421,2019/2020,La Liga,Deportivo Alavés,Edgar Antonio Méndez Ortega,False,,,False,False,,
